userName,content,score,at
Yuri Yanti,Indihome tidak ada lawan. Hujan panas badai jaringan nya mantap 😍,5,2023-05-26 10:16:14
BALADEWA MERAPI,Tingkatkan terus pelayanan jangan mau kalah dengan kompetitor untuk paket paketnya biar pelanggan tdk kabur ke kompetitor lain sukses selalu,5,2023-05-26 10:13:01
Rifkyzul9 Zulfikar,Puass banget pake indihome pelayanan keluhan juga direspon cepattt good pokonya!!!,5,2023-05-26 10:11:14
Novida Eka Damayanti,Alhamdulillah pakai indihome internet lancar jaya :),5,2023-05-26 10:10:25
Vian Isty,Aplikasi sangat Membantu recomendet bangettg,5,2023-05-26 10:10:03
Nurfachriyana Usman,"Aplikasi yang sangat membantu untuk mengetahui pemakaian internet tiap hari, aplikasi nya ga ribet pas mau register dan isi konten dalam aplikasi nya banyak hal menarik lainnya, jumlah poin kita juga bisa di tracking di aplikasi my indihome dan bisa di tukar tiap bulannya sama banyak merchandise keren keren, semoga dipertahankan yaaa pelayanan terbaik nya indihome 🫰🫰🫰",5,2023-05-26 10:07:47
Safrudin Djadir,My Indihome memang asik. Jaringan mantap gak perna lemot,5,2023-05-26 10:02:51
muhammad mulyadi,"seneng banget sama aplikasi myIndihome mempermudah bayar langganan, terus juga bisa dengan mudah minta bantuan, dan juga bisa liat koneksi lagi gangguan atau nggak, the best la.",5,2023-05-26 09:20:59
Yulie Nasution,"Aplikasi bagus, mudah dimengerti, mudah untuk melihat tagihan, dan mudah untuk melihat koneksi wifi",5,2023-05-26 09:12:56
Ipan Menep123,bagus banget fitur fiturnya the best🔥,5,2023-05-26 09:07:33
Nizam Pratama,"Suka banget sama aplikasi nya, kalau wifi an lancar lancar teruss. Indihome jayaaa",5,2023-05-26 09:03:12
riduan riduan,Oke mantap,4,2023-05-26 09:02:25
Nini,"myIndiHome sangat membantu sekali untuk saya melihat tagihan, maupun promo2 yang ada. dan juga untuk teknisi sangat ramaah dan cepat tanggap apabila ada gangguan 👍🏼👍🏼👍🏼",5,2023-05-26 08:46:00
Khasanah Khasanah,Sangat membantu sekali! Support konsultasi jarak jauh dan bisa follow up tagihan biar ga over budget.,5,2023-05-26 08:44:39
faiez al afan,Aplikasi nya bagusss,5,2023-05-26 08:43:56
Jax,"aplikasinya sangat membantu, kalau ada apa apa bisa langsung pantau. dan jika ada gangguan dapat melakukan pengaduan dengan cepat, promo diskon juga banyak, mempermudah pembayaran saat butuh paket / nambah paket. suka banget pokonya 👍👍",5,2023-05-26 08:36:25
Trisna Thomia,Sangat membantu,5,2023-05-26 07:54:58
Glendi Chan Cleon,"Aplikasi ini sangat membantu untuk melihat tagihan kita setiap bulannya dan pembayarannya lebih mudah supaya pembayaran sebelum tanggal jatuh tempo, dan ada fitu fitur menarik lainnya",5,2023-05-26 07:36:58
Renny Septaningtias,Aplikasi bagus dan mudah digunakan. Terdapat penjelasan pilihan paket internet sehingga memudahkan pengguna memilih paket sesuai kebutuhan,5,2023-05-26 06:58:09
Yayuk Setyowati,keren bgt lebih mudah untuk dipahami sama pengguna baru nii,5,2023-05-26 06:57:09
Amat Idris,Aplikasi SAMPAH gak bisa lapor ada gangguan kabel yg putus dan membahayakan pengguna jalan,1,2023-05-26 06:42:37
Devanda eka,"Apk yang sangat membantu, bagus , terimakasih telah membantu",5,2023-05-26 06:39:23
Tur Yati,Lagggggggg trrooooss,1,2023-05-26 06:26:08
Aisah Nurma Syahputri,"suka banget aplikasinya bisa mempermudah aku cek koneksi wifi, aplikasi juga mudah dimengerti, bisa melihat tagihan juga",5,2023-05-26 06:25:50
Ekoari Santoso 987,"Aplikasi yg sangat membantu saya dalam memantau wifi, serta tampilan yg mudah dimengerti dan dipahami bagi pengguna baru. Top banget myIndihome!! Semoga terus berkembang dan berinovasi di bidang teknologi",5,2023-05-26 05:53:40
Cozy tech official,Semoga semakin bisa lebih baik lagi dan ditingkatkan..,5,2023-05-26 05:37:49
Ratih siti Suminar,"Aplikasi myindihome sangat membantu sekali untuk membayar tagihannya, serta banyak promo yang menguntungkan. Pelayanan nya juga sangat baik.",5,2023-05-26 05:28:15
Papua Cerdas,Sangat puas,5,2023-05-26 05:14:14
Yess RI,"membantu saya dalam pelayanan hingga cepat sehingga tidak perlu ke kantor buat melapor permasalahan dalam wifi, bonusnya bisa beli paketan disini",5,2023-05-26 05:13:58
Wahyu Yudi,Mantap,5,2023-05-26 04:58:04
H Cecep Heryanto,Sangat membatu sekali,5,2023-05-26 04:51:05
icha cha,"aplikasinya membantu banget buat pengguna baru kaya aku, gampang digunain juga fitur yg ada didalamnya juga lengkaap, jadi kalau ada masalah cepat beresnya, rekomen banget deh",5,2023-05-26 04:43:00
Angara Angara,Baru bayar kemaren di appl bilang blm bayar trus eror pula ga ada internet parah indohome,1,2023-05-26 04:40:25
Mobile Legends,Tampilan nya lebih mudah dan lengkap,5,2023-05-26 04:30:25
Danar Adrian,Ko punya saya ngk bisa mantau yang terhubung nya sih😌,4,2023-05-26 03:37:21
Annisa Hakmi Nur Arifah,"Suka banget sama MyIndihome. Sangat membantu bagi pengguna baru yg butuh banyak konsultasi. Bisa cek tagihan, dg mudah. Pelayanannya juga bagus 👍",5,2023-05-26 03:37:11
Tiara Ananda,"aplikasi yang sangat membantu, user friendly juga, dan banyak promo menarik, ternyata bisa liat juga berapa device yg terhubung di wifi👍🏻👍🏻",5,2023-05-26 02:54:39
Meimeiii,"app sangat membantu banyak fiturnya dan mudah dipahamii, dan bnyk promo menarikk, kerenn kerenn",5,2023-05-26 02:53:01
Muhammad Zaid,"Pengaduan menggunakan aplikasi ini sangat responsif, Terimakasih.",5,2023-05-26 02:44:08
Renu Milianti,"Keren si aplikasinya,memudahkan para pengguna untuk mencari dan memilih paket langganan Indihome.Bukan itu saja kita juga dapat mengecek tagihan di aplikasi my Indihome serta banyak fitur fitur menarik yang wajib dicoabin!!.",5,2023-05-26 02:36:35
Rhadika Gita,"aplikasi recommended bagi user yg baru bergabung dengan indihome! semua fitur sudah tersedia dalam satu aplikasi seperti pembayaran, maintenance, pengaduan, wifi control, dll. semoga semakin banyak promo yg diberikan indihome ^^",5,2023-05-26 02:30:06
Adipati Karna,Aplikasi ini sangat membantu dan memudahkan saya untuk memantau aktivitas koneksi wifi di rumah,5,2023-05-26 02:29:11
Saepudin biliy all jabar,"Aplikasi indihome payah banyak gangguan Susah di buka ,bagus sebelum upgrade tolong perbaiki..sama pihak pengembang aplikasi",1,2023-05-26 02:22:53
James Putra,rekomended buat kalian yang mau pasang wifi dengan harga murah langsung aja ke aplikasi my indihomme,5,2023-05-26 02:09:38
Muhammad Alfarizi,aplikasinya keren banget dan mudah digunakan,5,2023-05-26 01:24:46
Yulidar Tanjung,"Aplikasi nya sangat bagus dan bermanfaat, selain itu fitur fitur yang ada di dalamnya sangat membantu dan bermanfaat",5,2023-05-26 01:24:29
Sriratna Dewi,"sangat terbantu dengan aplikasi My IndiHome.. jika ingin melakukan penambahan paket, pembayaran, service semuanya sudah ada dalam satu aplikasi. jadi, gak perlu ribet cari telepon teknisi lagi. fiturnya juga lengkap 👌",5,2023-05-26 01:23:09
aci everlasting,"sukaaa krn wifinya kenceng, minim trouble, pelayanannya jg cepet 👍",5,2023-05-26 01:21:18
Lubna Kamila,"Aplikasi mudah digunakan, banyak penawaran internet yang menarik bagi saya, dan fitur-fitur yang mudah digunakan.",5,2023-05-26 01:18:36
Busro Hutasuhut,"Aplikasi nya sangat beguna, dan fitur fitur yang ada di dalamnya sangat bermanfaat sekali",5,2023-05-26 01:15:21
kakanda Erwiks,Mudah di mengerti,5,2023-05-26 01:06:16
Hosi,Suka banget pake indihome dan sangat membantu dan jaringannya sangat Lanjar banget,5,2023-05-26 00:57:02
Sugih Mulya,"Salah satu platform internet terbaik di Indonesia yang paling murah, mudah, dan cepat",5,2023-05-26 00:38:05
Safanaa AP,"Indihome bener2 wifi terbagus yg pernah aku coba, jaringannya bagus bgtt, jarang ada problem kalaupun ada penanganannya juga cepet, terbaik deh pokoknyaa",5,2023-05-26 00:33:49
Rover Yuna Official,"ada aja masalahnya, ya masalah FUP ya masalah pembelian speed refreshment, semua pada koplak menunggu dan hanya di suruh menunggu tanpa ada kepastian.",1,2023-05-26 00:32:36
cipa,"Aplikasi mylndihome sangat bagus dan recommended, karena aplikasinya mudah digunakan. program2 layanannya juga menarik. Kita bisa cek status jaringannya, riwayat penggunaan data, device yg terhubung ke wifi dan masih banyakk banget pilihan fitur2nya.",5,2023-05-26 00:31:48
Safanaa,"1st time pake indihome bener2 bagus bgtt, jaringannya cepet, sinyalnya bagus, jadi enak buat yt an ga banyak load... pokoknya secinta itu sm indihome",5,2023-05-26 00:27:05
Wiwin Efendi,"Aku pengguna setia Indihome karna jangkauan juga sangat luas, apalagi ditambah dengan aplikasi ini yang memiliki fitur-fitur yang berguna bagi saya, kita dapat melihat total tagihan, dapat melaporkan gangguan, sangat terbantu dengan adanya aplikasi ini.",5,2023-05-26 00:21:12
Ares Zeri,"Saya pakai Indihome di rumah. Kadang gak tau jadwal bayar atau jumlah tagihan. Tapi sejak pakai aplikasi ini, semuanya bisa saya lacak. Bagus banget dan bermanfaat buat saya pribadi.",5,2023-05-26 00:03:12
Vika Sari,"Nyobain aplikasinya baru-baru dan ternyata bagus bgt. Buat purchasing oke, mantau jaringan juga oke ga repot, terutama buat laporan gangguan jaringan juga udah oke responnya cepet.",5,2023-05-25 19:35:11
Asmiyani Sa,"Langganan pake app ini buat purchase paket karena ga ribet samsek pas makenya. Tolong di pertahanin yah kualitas aplikasi nya, klo bisa juga fiturnya ditambah lagi yg bisa lebih mempermudah lagi bagi konsumen.",5,2023-05-25 19:35:10
Laila Khafid,"Sangat puas, semoga bisa lebih baik dan lebih baik lagi",5,2023-05-25 18:02:56
santa berlyana,"Kualitas jelek belum nyampe 1 bulan udah error wifinnya buat tiktok sama youtube bisa tapi buat tlp wa sama ngegame gabisa pihak indihomenya juga di tanya gatau jawabannya sampe sekarang ga di kasih keputusan cuman suruh nunggu doang, katanya masih di sampein ke atasan, udah nunggu kurang lebih 1 minggu gmn coba??",1,2023-05-25 17:44:36
Dini Ramdaniati,Good,5,2023-05-25 17:18:00
Alex Chandra,"Saya sangat menyukainya, karena ada banyak fitur di dalam aplikasi yang sangat memudahkan kita.",5,2023-05-25 17:15:18
Felix Henry,"TERULANG LAGI... SINYAL NAIK TURUN, SERING NGELAG, LAPOR BENER NGELAG LAGI, LAPOR BENER NGELAG LAGI, SAMPE BOSEN GTU TERUS...!!!! HARUS GIMANA INI..",1,2023-05-25 17:07:29
Kang mukhlis,oke,5,2023-05-25 16:58:50
Haryanti,"Bagus banget fitur fiturnya juga slalu update jadi nyaman saya gunain apk ini, loading juga cepat sat set banget sangat membantu banget pokoknya",5,2023-05-25 16:57:02
Haryanti Satimah,Bagus banget fitur-fiturnya juga slalu update jadi nyaman saya gunain apk ini,5,2023-05-25 16:54:26
Ahmad Syafaruddin,simple dan mudah dipahami.sangat senang dan puas untuk aplikasi ini.semua jadi lebih mudah.terimaksih my indihome,5,2023-05-25 16:35:35
Muhammad Khadis,Sangat puas tapi terkadang putus dengan sendirinya,5,2023-05-25 16:28:21
masykural farihi,nglag tolol,1,2023-05-25 16:25:35
akunnn barruuu,"yang katanya temen saya, pake indihome gk nyaman SAYA RASA ITU SALAH, AKU 5 BULAN PASANG SAMPE SEKARANG NYAMAN2 SAJA. MKSIH INDIHOME MOGA KEDEPANYA MAKIN SUKSES.. AMIN.",5,2023-05-25 15:58:57
Ridha Yulianti1111,parah dendanya kenapa berlaku sampai bulan selanjutnya. KECEWAAAA,1,2023-05-25 15:42:47
Erick Bonyock,"saya login ga bisa-bisa, keterangannya gangguan, padahal bayar wifi lancar, sampe 1 thn lebih. saya mencoba daftar, alamat email dan no telp ausah terdaftar, giliran mqu login gangguan terus selama 1 tahun lebih saya nyoba login ganguan terus. parah sih.",1,2023-05-25 15:38:28
Randy Adam,Aplikasi lancar jaya dan mudah gunakan. Banyak promo,5,2023-05-25 15:26:12
Heru S,Susah di buka pake jaringan kartu. Loading lama,4,2023-05-25 14:28:48
Nur Alim,sinyal agak lemot,5,2023-05-25 14:23:45
Demas Shafwan Ramadhan,Udah di bayar tapi masih lag plerrrrrrrr,1,2023-05-25 14:21:51
Intan Purple,"Suka banget sama tampilan apk indihome ini ga ribet mudah dipahami, untuk orang tua jg dijelasin sekali langsung paham. Memudahkan banget aplikasi ini.",5,2023-05-25 14:02:17
puput paputungan,bagus skali,5,2023-05-25 13:53:50
vivi Amara,"Penggunaan aplikasinya mudah. Enak jadi lebih mudah untuk cek tagihan, ditambah ada rewards juga",5,2023-05-25 13:48:39
lisa halipa,"Over all,sudah bagus aplikasi ini,fitur fiturnya sangat membantu, mudah digunakan dan dipahami,good job myIndiHome",5,2023-05-25 13:27:25
Devi Noer,"Pokoknya nih aplikasi emang bagus banget,mudah dimengerti buat user baru seperti aku,dan nih aplikasi mempermudah banget buat melihat tagihan dan koneksi wifi dirumah pokoknya top markotop deh 👍👍",5,2023-05-25 13:24:44
Nahshaf,"Bermanfaat banget, banyak fitur2 yg mudah di mengerti, ngebantu banget buat bayar tagihan Indihome tanpa harus keluar rumah. Metode pembayarannya banyak jadi semakin gampang👍",5,2023-05-25 13:22:40
Dame Lamria,"Aplikasi ini membantu aku banget dech yang masi menjadi pengguna baru, karena dapat memudahkanku dalam melihat tagihan serta ketika ada gangguan bisa melakukan pengaduan dan cepat pula di atasi oleh teknisinya",5,2023-05-25 13:22:14
Athiyya Nabila,aplikasi my indihome sgt recommended dan membantu user dalam mengecek tagihan. registrasi nya jugaa sangat mudah,5,2023-05-25 13:16:40
euis destia,"Overall aplikasi ini sangat memudahkan saya sebagai pengguna indihome. Fiturnya lengkap, aplikasinya mudah digunakan, tampilannya juga mudah dipahami, ga nyesel ngasih bintang 5 buat aplikasi ini. Mantap, pertahankan!",5,2023-05-25 13:01:54
Ana Ty,"Aplikasinya sangat membantu buat beli paket internet. Pilihannya banyak macam, sesuai sama kebutuhan.",5,2023-05-25 12:59:50
Wiene Bonay,Sangat Bagus Apk Ini Bisa membantu,5,2023-05-25 12:59:16
tiana naisz,"saya termasuk user baru yg menggunakan indihome, dengan adanya aplikasi myindihome ini saya merasa sangat terbantu. saya bisa memantau penggunaan paket, bisa beli paket baru, trs kalo misalnya ada gangguan tinggal bikin laporan pengaduan aja. mudah banget ga bikin ribet",5,2023-05-25 12:54:48
Sunando Togatorop,Membantu banget nich myindihome dalam memantau aktivitas konekne wifi di rumahku dan juga mempermudah aku sebagai penguna baru,5,2023-05-25 12:49:00
Laydha Nur Aulia,"suka banget sama aplikasi ini, karena sangat mempermudah untuk membeli paket internet",5,2023-05-25 12:48:29
kopjend_ bonx,Pelayanan yg handal,5,2023-05-25 12:44:13
Ah Mengapa,makin ksni rada agak lelet tpi smoga bisa diperbaiki lg kualitas jaringan seprti yg sblum nya,4,2023-05-25 12:44:11
Endang Prastiwi,"Aplikasinya mudah di gunakan, bisa untuk memantau penggunaan di rumah, bisa beli paket internet juga dengan mudah",5,2023-05-25 12:42:26
Muhammad Ardiansyah,"Ini salah satu penyedia internet murah, mudah, nyaman, dan praktis, jaringan kencang kantong aman",5,2023-05-25 12:40:22
Arna Jamhur,Aplikasi nya sangat membantu dan benar benar 👍,5,2023-05-25 12:40:17
Ricky Maulana,Indihome adalah internet terbaik untuk d kampungku.memberikan pelayanan yang baik dan coneksi internet yg kencang,4,2023-05-25 12:33:03
ADMA NOVITA SARI,"Indihome bagus bangetttt, jarang eror dannn sinyal selalu cepet. Nugas jadi mudah kalo pake indihome",5,2023-05-25 12:26:08
Yusuf Tupay,Sangat menarik,5,2023-05-25 12:19:38
Mohamad Nurdin,My Indihome sangat membantu mendapatkan informasi yang saya butuhkan,5,2023-05-25 12:15:19
Ryan Akagami,Lambat sekali terbuka aplikasi,1,2023-05-25 11:56:06
farkhan mahardhika,"Optimalisasi masih buruk, Sering ga bisa login, Ada fitur yang ga masuk akal, bagaimana Makai cek koneksi kalo ga bisa masuk aplikasi (butuh koneksi internet), sedangkan klo make data, tes koneksi tertulis tidak terhubung di jaringan (jaringan WiFi)🤣, lawak *Mending ganti klo ada yang lain",3,2023-05-25 11:54:09
Fitriani Khaerunnisa,aplikasi nya berguna bgt buat mantau kondisi jaringan membantu juga fitur fitur nya jga bagus banget suka banget sama aplikasinya mudah dipahami juga semoga makin baik lagi,5,2023-05-25 11:47:03
Jemmy As,Sangat memuaskan,5,2023-05-25 11:31:24
Andep Mura,"Saat setting lokasi, dikatakan lokasi saya tidak ada jangkauan jaringan. Padahal, wilayah kecamatan tetangga yang sudah ada jaringan melewati lokasi saya. Bingung jadinya 🤔🤔",1,2023-05-25 11:26:21
rea,ini berguna bgt buat yang pakek wifi indihome.... bisa liat aktivitas koneksi wifinya juga dan kalo ada masalah sama wifi tinggal satsetsatset cepet bgt lah... sukak!!,5,2023-05-25 11:24:56
hosea hosea,"sebagai pengguna indihome, aku kebantu banget sama aplikasi ini. fitur-fitur yang ada sangat membantu dan berguna!!!! selain itu aplikasi ini gampang buat dipake gak pernah error ataupun ada masalah",5,2023-05-25 11:23:05
Erwan Yawan,"Koneksi wifi nya super cepat tanpa ada gangguan,Tarifnya pun sesuai dg kantong,banyak sekali penawaran dan program yg ditawarkan Pokoknya mantul indie home👍👍👍",5,2023-05-25 11:22:52
Rosyati Salsabila Azzahro,"aplikasi nya ok banget, fiturnya sangat banyak dan mudah dipahami, paling rekomend bgt deh nih aplikasi",5,2023-05-25 11:20:53
M Fauji Subarnas,Cara keseluruhan apk ini sudah bagus dan sangat membantu kita untuk melihat aktifasi internet atau jaringan dirumah. Pokoknya apk ini mantap,5,2023-05-25 11:07:45
Feni Arish,"aplikasinya mempermudah pengguna untuk memantau jaringan wifi, ga sering error juga, tapi sepertinya harus diperbarui dengan menambahkan e wallet lengkap untuk payment.",5,2023-05-25 11:06:32
Putu N,"Toolsnya lengkap dan mudah dipahami untuk pengguna baru, overall mempermudah untuk user",5,2023-05-25 10:44:03
maulana syahputra,keren👍🏻,5,2023-05-25 10:11:30
ris ma,"Aplikasi yang bagus, mudah dimengerti dan mudah digunakan. Aplikasinya juga memiliki desain yang menarik dan eye catching.",5,2023-05-25 09:56:51
larisa mutiara,"sangat baguss, kerenn, lancar, sangat bermanfaat dan membantu banget bagi pengguna indihome, mantapp pokoknya deh",5,2023-05-25 09:56:42
agnes happy,"Aplikasinya sangat recommended, fitur fiturnya juga mudah digunakan dan dipahami sehingga masyarakat tidak perlu kesulitan. Keren my indihome.",5,2023-05-25 09:55:19
Sulaiman Gaming,"aplikasi nya bagus,nyaman,aman dan berkualitas,jadi jangan ragu",5,2023-05-25 09:52:47
Fendy 2019,Mantap,5,2023-05-25 09:17:31
Azizatul kholidiyah,Kerennnnnnnn,5,2023-05-25 09:14:14
By Dinda,"Sejauh ini aplikasi nya sangat membantu sekali ya. Bisa cek tagihan dan bayar langsung tanpa perlu jauh2 ke minimarket. Tampilan nya pun oke, jadi gampang digunakan",5,2023-05-25 09:10:44
Umi Habibah,Fitur fitur dalam app ini lengkap dan menarik. Saya juga bisa cek tagihan dan pembayaran IndiHome dengan mudah,5,2023-05-25 09:04:48
muhammad fikri wibowo,holishiiit... 30MBps buat main Mobile legend masih ngeLag fun memang,1,2023-05-25 08:54:54
rosyid ridho,"Fitur"" yang ada cukup dan bagus dalam penggunaannya",5,2023-05-25 08:38:54
Tri ratna Adu nugroho,Okkk,4,2023-05-25 08:26:30
Felicity Wylie,"pelayanan nya cepet, meembantu banget buat kontril aktifitas wifi di rumah. apalagi tampilan nya gampang dipahami, fiturnya gampang buat dipahami juga. oke banget deh",5,2023-05-25 08:14:58
Xylangz,"Sejauh ini pengalaman saya menggunakan myIndiHome sangat bagus, Sangat membantu sekali untuk koneksi internet dirumah",5,2023-05-25 08:03:30
Aurelia Risanti,"Udah make indihome dari jaman awal corona di 2020 karena kegiatan dirumah terus kan karna sayang pake kuota jadi coba pake indihome, dan ampe sekarang slalu setia dengan indihome krn sgt bagus dan terpercaya 😍",5,2023-05-25 07:57:39
liaaa,"ini ngebantu banget si, karna semuanya menurut saya sudah bagus sip dehh kerenn myindihome",5,2023-05-25 07:56:55
Ari Pramana Bangun,Pelayanan bagus. Respon cepat.. teknisi juga baik. Internet lancar,5,2023-05-25 07:54:53
Siti Nurbaiti Rohmah,"aplikasinya sangat bagus, mudah digunakan, simpel dan tidak ribet, rekomended banget 👍 terimakasih myIndiHome.",5,2023-05-25 07:51:01
Galuh Cahya Nugraha,Aplikasi ini sangatlah bermanfaat untuk mengontrol dan mengetahui kendala maupun informasi terkait jaringan/wifi di rumah serta fitur-fitur yang ada dalam aplikasi ini juga mudah untuk digunakan dan dipahami.,5,2023-05-25 07:47:35
Mira Adinda,"Aplikasi nya bagus recommend buat kita memantau aktivitas koneksi WiFi dirumah, fiturnya canggih dan mudah dipahami dan dimengerti",5,2023-05-25 07:45:44
Lelly Sirait,"Puas dengan aplikasi ini. Membantu dan mudah dipahami. Gak lambat juga. Sekali klik, semua bisa didapat disini.",5,2023-05-25 07:42:59
Alda F,"bagus, sgt membantu",5,2023-05-25 07:42:24
Shihab Abdul,Aplikasi nya bagus tamplian nya mudah apk selain bisa untik ngecek tagihan jg bisa untuk nonton tv.,5,2023-05-25 07:40:13
NASRUN nasrun,Sangat rekomendasi,5,2023-05-25 07:39:22
Anna Mutmainah,Penggunaan aplikasinya sangat mudah dan simpel. Proses pendaftaran akun pun mudah.,5,2023-05-25 07:36:04
Ilyasa DWA,bagus,5,2023-05-25 07:30:14
Fricylia Ananda,"Applikasinya sangat membantu, mudah dipahami dan digunakan.",5,2023-05-25 07:25:45
sulasmi 1234,suka bgt sm apk my indihome ga ribet ngecek pembayaran tagihan plus pelayanannya jg ramah registrasi layanan jg cepet dan d pantau juga,5,2023-05-25 07:18:51
laila_13,"Suka banget sama apk ini. Sangat nyaman digunakan, layanan juga lancar, aman terkendali. Fast banget. Sangat rekomended",5,2023-05-25 07:17:13
nita aprilia,"Aplikasinya bagus banget,bisa membantu buat mengontrol wifi rumah",5,2023-05-25 07:13:49
Rahmada Ayu Aulia,suka banget sama aplikasinya karna memudahkan buat cek tagihan dan juga pembayaran jadi ga perlu ribett,5,2023-05-25 07:11:30
Reza Baskara,Sangat membantu dalam berlangganan dan membayar tagihan bulanan yang ada ngga usah lewat perantara sipp dahh,5,2023-05-25 07:11:06
Ricky Alboy,Seneng banget pakek myindihome udah lancar jaya stabil banget pokok nya buat kalian recommended banget buat kalian semua,5,2023-05-25 07:10:34
Anang Sodor,"Untuk aplikasi myindihome ini saya rasa sangat mudah di pahami dan sangat membantu. Banyak fitur di dalamnya yg memudahkan kita untuk memenuhi kebutuhan yg qt inginkan khususnya dalam masalah wifi qt. Entah qt mau beli paket. Laporan kalo trouble dll. Apa lagi di tambah ad promo2 dr telkom yang hanya ada di aplikasi myindihome. Pnya wifi indihome tp tidak aktipkan myindihome, mungkin anda harus segera memasangnya dengan segala fitur yang sangat mudah n tinggal klik. God job myindihome",5,2023-05-25 06:56:52
Eva ratna w,"Dari sekian banyak pilihan ,cuma myindihome doang yang jaringannya super cepet dan ada dimana2 , aplikasinya juga simple banget gampang di gunakan",5,2023-05-25 06:44:34
Benny Lie,Aplikasi loading lelet bnget....mohon ditingkatkan,2,2023-05-25 06:09:46
Naya Rivera,"Suka banget pake aplikasi ini, nggak lemot rekomendasi banget😍😍😍👍",5,2023-05-25 05:57:15
Amri Saleh,Mudah banget sangat membantu bagi pelanggan indihome untuk mengecek tagihan setiap bulan atau kendala jaringan,5,2023-05-25 05:47:41
Sumardi,Kenapa klo mau berhenti pasang di persulit ?,1,2023-05-25 05:41:12
Lamhot Surya,Sangat puas selama ini menjadi pelanggan Indihome..respon cepat kalau ada gangguan.. internet lancar..,5,2023-05-25 05:10:11
aris gusman,"Dengan Myindihome,, segala akses jadi mudah,, berlangganan konten hiburannya paling disuka.. Banyak promo dan pilihan..",5,2023-05-25 05:08:10
Aku ikan Koi,Aplikasi nya sangat mudah dan informatif sekali,5,2023-05-25 04:54:01
Muhamad Iqbal,Aplikasi mudah digunakan untuk proses pembayaran nya juga gk ribet,5,2023-05-25 04:51:31
hairu sufi,"Min tolong server aplikasinya di bagusin, kadang internet lancar tapi susah buka aplikasinya",2,2023-05-25 04:44:48
Resti Ayu Risnawanti,"Tampilan aplikasinya sangat menarik dan fiturnya mudah untuk dipahami, jadi ngebantu banget buat pelanggan indihome",5,2023-05-25 04:33:44
Puja Mpa,aplikasi yg sangat bermanfaat,5,2023-05-25 04:31:57
Celsa Indri Putri - XII IPA 3 - 07,"Aplikasi mudah digunakan, cukup terbantu dengan adanya fitur-fitur di myIndihome",5,2023-05-25 04:14:33
Mahesa Adya,"Kenapa applikasi nya sangat lemot kegiatan yg saya lakukan di app ini pasti ada tulisan ""? Maaf kami sedang meningkatkan Lay coba lain waktu"" Bisa gak si di perbaiki",1,2023-05-25 04:14:28
Clarissa Mahardieka,"aplikasinya bagus banget, jadi memudahkan kalau mau bayaar!!",5,2023-05-25 04:11:31
Raivalla yuri SE Pratiwi,"aplikasinya simpel tapi banyak manfaat, buat daftar akunnya juga cepet sama gampang, gak perlu nunggu lama atau ribet apa-apa. suka sama design aplikasinya juga, clean banget gak ada ngelag",5,2023-05-25 04:07:02
Geraldine Olivia,"Aplikasinya mudah digunakan, bisa bayar tagihan wifi, dan gampang untuk menyampaikan pengaduan ke operator. Dapat poin dan reward yang menarik juga.",5,2023-05-25 03:41:00
Rinto Bac,Alhamdulillah memudahkan,5,2023-05-25 03:25:13
Pelangi Nur Azzura,Aplikasi ini sangat memudahkan saya dalam melakukan pembayaran. Mantappp pokoknya!!!,5,2023-05-25 02:54:54
Mutia,My IndiHome memudahkan saya untuk melakukan pembayaran,5,2023-05-25 02:43:07
Abdul Kholiq,Suiibbbb,5,2023-05-25 02:38:46
Orzora Azalea Wara,Sangat membantu,5,2023-05-25 02:21:08
NA dan IB FAMILY,Mantap bagus banget tidak bisa berkata kata biar lah bintang berbicara,5,2023-05-25 02:16:37
Jhonny Ho,"Apk bagus, ga lelet, wifi kenceng, best deh pokoknya, ga pernah kecewa sama indihome",5,2023-05-25 02:07:47
Jennifer Evelyn,Aplikasi nya bangun banget suka banget membantu dalam masalah WiFi dan aplikasi juga mudah dimengerti,5,2023-05-25 02:02:49
Regita Dewiarti,"Aplikasinya bagus banget, membantu buat temen-temen yang pakai Indihome. Kerenn pokoknya",5,2023-05-25 01:57:36
Syofyan Efendi,"Sangat membantu sekali bagi pelanggan Indihome dalam pelaporan gangguan, cek tagihan dll, terimakasih Indihome",5,2023-05-25 01:56:35
Cintiya Putri Eliza,"suka banget sama myindihome sangat membantu dalam memantau aktivitas koneksi wifi dirumah aku, pelayanannya juga sangat ramah, cepet, fiture aplikasinya juga mudah banget dipahami keren bgt deh 👍",5,2023-05-25 01:51:31
Dika14 official,aplikasi yang sangat bagus dan membantu saya untuk mengetahui dan melakukan pembayaran bulanan semoga ditingkatkan pelayanan nya,5,2023-05-25 01:50:37
Aldhy Dulman,Mntap,4,2023-05-25 01:50:36
Syakira,Aplikasi mudah digunakan dan pelayanan sangat ramah,5,2023-05-25 01:28:42
Muharror Ahmad,Sering error,3,2023-05-25 01:28:30
karina zakira,"lengkapp semua fiturnyaaa, baguss bener bener membantuu!!",5,2023-05-25 01:27:52
Jilan Anindya,Aplikasinya mudah banget digunakan. Benefits dari poin yg dikumpulin juga banyak banget,5,2023-05-25 01:25:34
Diaz Syahidah Marwah,"myIndiHome gampang banget buat digunakan, tampilannya apl nya juga bagus",5,2023-05-25 01:22:18
