sentiment_class,label,content
positif,1,dunia internet terima kasih indihome
positif,1,manfaat
positif,1,aplikasi baik loadingnya cepat tidak lag bagus butuh aplikasi lag ribet teman
positif,1,aplikasi bantu tugas kerja sinyal stabil mudah guna jaring wifi baik
positif,1,indihome baik pokok moga
positif,1,aplikasi mudah bayar rumah layan cepat puas aplikasi
positif,1,sinyal minggu minggu mantap lancar lambat
negatif,0,mantap daftar pasang wifi mudah promo
positif,1,telat bayar jam langsung isolir bayar ganggu indihome bijak ganggu aja
negatif,0,top indihome tingkat kualitas mantap
positif,1,profesional mudah
positif,1,aplikasi kocak tidak guna buka aplikasi loading pakai sinyal wifi indihome kocak
negatif,0,responsif banget
positif,1,suka aplikasi
positif,1,internet kontent tidak detail rinciannya tidak jelas
negatif,0,mantap
positif,1,mantap
positif,1,alhamdulillah langgan indihome layan baik bantu
positif,1,jelek banget buka susah aplikasi buka tidak verifikasi data pakai
negatif,0,bagus
positif,1,aplikasi mudah guna fitur tidak ribet layan ramah gerak cepat pilih metode bayar
positif,1,layan tampil mudah erti temu jaga bagus kerja
positif,1,aplikasi responsif mudah mula ada metode bayar
positif,1,mula aplikasi mudah paham jaring alhamdulillah jarang error error tidak mantap
positif,1,aplikasi bantu guna indihome jaring lancar produk internet lengkap sesuai butuh
positif,1,aplikasi bantu layan mantap tampil mudah erti pokok rekomendasi banget
positif,1,aplikasi indihome bagus guna jaring lancar banget bantu bagus guna mula
positif,1,lambat
negatif,0,cinta banget indihome jaring mantap mudah tugas ajar layan ramah harga ramah banget kantong ajar
positif,1,bagus banget rekomendasi suka main game nonton film tidak habis kuota harga jangkau
positif,1,tugas indihome ramah layan tagih ganggu internet langgan puas indihome fitur fitur aplikasi indihome mudah ecek tagih poin dapat tukar hadiah tarik
positif,1,layan cepat
positif,1,bagus aplikasi bantu langgan ada pricelist
positif,1,jaring bagus cepat harga jangkau kualitas jaring mantap kadang ada ganggu sinyal tidak bintang pokok
positif,1,aplikasi
negatif,0,seringkali sulit akses masuk aplikasi bayar lambat respon aplikasi transaksi hasil info dashboard tidak langsung baru segar tau bayar hasil
negatif,0,layan prima aplikasi myindihome adu ganggu modem direspon indihome jam teknisi atas ganggu baik
positif,1,cepat proses layan
positif,1,aplikasi indihome perangkat hubung web tarik bayar tagih aplikasi indihome baik
positif,1,aplikasi ribet ajar aple aplikasi
negatif,0,tidak aplikasi indihome isi berat akses loading muncul pop maaf tingkat buka anjing kesal
negatif,0,ada fup pilih provider langgan tinggal pilih baik ada batas fup mending ganti provider
negatif,0,rugi atur untung indihome telat bayar wifi mati kena denda bayar wifi tidak langsung nyala pakai wifi bayar sumbang atur sisi untung langgan
negatif,0,terima kasih indihome pasang indihome rumah istri anak bantu terima kasih
positif,1,bantu layan baik ada kendala cepat tangan terima kasih
positif,1,lambat baru mbps pakai orang lambat main ganggu kena cas gilir telat bayar tidak ada dispensansi rugi hr ganggu
negatif,0,aplikasi mantap komplit pasang layan ganggu tambah cepat bayar tagih langsung aplikasi metode bayar lengkap
positif,1,layan prima
positif,1,baik pokok respon cepat banget malam adu pagi pagi teknisi mantap
positif,1,aplikasi myindihome rekomendasi fitur tarik gampang mudah langgan pantau biaya bayar guna data fitur promonya terima kasih indihome moga depan lancar jaya
positif,1,orang orang jaring wifi lancar lancar sinyal lag parah ping turun main game
negatif,0,bantu dunia jaring
positif,1,mantap
positif,1,baik
positif,1,lambat mbps kencang lancar
negatif,0,langgan indihome langgan indihome butuh internet keluarga kontrol tidak boros biaya kuota aplikasi myindihome bagus butuh internet keluarga lengkap ada aplikasi myindihome cepat internet bagus layan pasang ramah terima kasih indihome
positif,1,bantu
negatif,0,jaring ngebut landa hujan badai angin ribut
positif,1,aplikasi tolol lambat banget
negatif,0,rekomendasi banget pakai indihome harga jangkau cepat bagus jangkau jaring luas stabil promo koneksi ada mana respon sales teknisi cepat baik apa keluh cepat atas untung pindah layan internet indihome
positif,1,nyaman pakai indihome ditawarin ganti langsung nomor aplikasi myindihome mudah langgan ganggu moga baik layan indihome
positif,1,menu adu layan tidak klik adu ganggu
negatif,0,jos
positif,1,baru baru indihome aplikasi mantap banyar fitur promo tarik
